CVE-2020-17043||Windows远程访问权限提升漏洞该CVE ID在CVE-2020-17025、CVE-2020-17026、CVE-2020-17027、CVE-2020-17028、CVE-2020-17031、CVE-2020-17032、CVE-2020-17033、CVE-2020-17034、CVE-2020-17055中唯一。
CVE-2020-17081||微软原始图像扩展信息泄露漏洞
CVE-2020-17082||Raw Image Extension远程代码执行漏洞 此CVE ID与CVE-2020-17078、CVE-2020-17079、CVE-2020-17086是唯一的。
CVE-2020-17083||Microsoft Exchange Server远程代码执行漏洞 此CVE ID与CVE-2020-17084唯一。
CVE-2020-17084||Microsoft Exchange Server Remote Code Execution Vulnerability 此CVE ID与CVE-2020-17083是唯一的。
CVE-2020-17085||Microsoft Exchange Server拒绝服务漏洞
CVE-2020-17086||Raw Image Extension Remote Code Execution Vulnerability 此CVE ID与CVE-2020-17078, CVE-2020-17079, CVE-2020-17082唯一。
CVE-2020-17087||Windows内核局部权限提升漏洞
CVE-2020-17088||Windows通用日志文件系统驱动程序权限提升漏洞
CVE-2020-17089||微软SharePoint权限提升漏洞
CVE-2020-1709|||在4.3.0之前的所有openshift/mediawiki 4.x.x版本中发现一个漏洞，在/etc/passwd文件中发现不安全的修改漏洞。拥有容器访问权的攻击者可利用此漏洞修改/etc/passwd并提升其权限。
CVE-2020-17090||Microsoft Defender for Endpoint Security Feature Bypass 漏洞
CVE-2020-17091||Microsoft Teams远程代码执行漏洞
CVE-2020-17092||Windows网络连接服务权限提升漏洞
CVE-2020-17094||Windows错误报告信息泄露漏洞 此CVE ID与CVE-2020-17138是唯一的。
CVE-2020-17095||Hyper-V远程代码执行漏洞
CVE-2020-17096||Windows NTFS远程代码执行漏洞
CVE-2020-17097||Windows Digital Media Receiver特权提升漏洞
CVE-2020-17098||Windows GDI+信息泄露漏洞
CVE-2020-17099||Windows锁屏安全功能绕过漏洞
CVE-2020-1710||问题似乎是JBoss EAP 6.4.21没有按照RFC7230[1]解析字段名，因为它返回200而不是400。
CVE-2020-17100||Visual Studio篡改漏洞
CVE-2020-17101||HEIF图像扩展远程代码执行漏洞
CVE-2020-17102||WebP图像扩展信息泄露漏洞
CVE-2020-17103||Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability 此CVE ID与CVE-2020-17134、CVE-2020-17136是唯一的。
CVE-2020-17104||Visual Studio Code JSHint Extension远程代码执行漏洞
CVE-2020-17105||AV1视频扩展远程代码执行漏洞
CVE-2020-17106||HEVC视频扩展远程代码执行漏洞 此CVE ID与CVE-2020-17107、CVE-2020-17108、CVE-2020-17109、CVE-2020-17110是唯一的。
CVE-2020-17107||HEVC Video Extensions Remote Code Execution Vulnerability 此CVE ID在CVE-2020-17106、CVE-2020-17108、CVE-2020-17109、CVE-2020-17110中是唯一的。
CVE-2020-17108||HEVC Video Extensions Remote Code Execution Vulnerability 此CVE ID在CVE-2020-17106, CVE-2020-17107, CVE-2020-17109, CVE-2020-17110中唯一。
CVE-2020-17109||HEVC视频扩展远程代码执行漏洞 此CVE ID在CVE-2020-17106, CVE-2020-17107, CVE-2020-17108, CVE-2020-17110中唯一。
CVE-2020-1711||在4.2.1之前的2.12.0版QEMU中的iSCSI块驱动程序在iscsi_co_block_status()例程中检查逻辑地址块（LBA）状态时处理来自iSCSI服务器的响应的方式中发现了越界堆缓冲区访问缺陷。远程用户可利用这一缺陷使QEMU进程崩溃，导致拒绝服务或可能以主机上QEMU进程的权限执行任意代码。
CVE-2020-17110||HEVC视频扩展远程代码执行漏洞 此CVE ID与CVE-2020-17106、CVE-2020-17107、CVE-2020-17108、CVE-2020-17109是唯一的。
CVE-2020-17113||Windows相机编解码器信息泄露漏洞
CVE-2020-17115||微软SharePoint欺骗漏洞
CVE-2020-17117||Microsoft Exchange远程代码执行漏洞 此CVE ID与CVE-2020-17132, CVE-2020-17141, CVE-2020-17142, CVE-2020-17144是唯一的。
CVE-2020-17118||微软SharePoint远程代码执行漏洞 此CVE ID与CVE-2020-17121是唯一的。
CVE-2020-17119||Microsoft Outlook信息泄露漏洞
CVE-2020-1712||在版本v245-rc1之前的systemd中发现一个堆使用后的漏洞，在处理dbus消息时执行异步的Polkit查询。本地无权攻击者可通过发送特制的 dbus 消息，滥用该漏洞使 systemd 服务崩溃或可能执行代码并提升其权限。
CVE-2020-17120||微软SharePoint信息泄露漏洞
CVE-2020-17121||微软SharePoint远程代码执行漏洞 此CVE ID与CVE-2020-17118是唯一的。
CVE-2020-17122||Microsoft Excel远程代码执行漏洞 此CVE ID在CVE-2020-17123, CVE-2020-17125, CVE-2020-17127, CVE-2020-17128, CVE-2020-17129中唯一。
CVE-2020-17123||Microsoft Excel远程代码执行漏洞 此CVE ID在CVE-2020-17122, CVE-2020-17125, CVE-2020-17127, CVE-2020-17128, CVE-2020-17129中唯一。
CVE-2020-17124||微软PowerPoint远程代码执行漏洞
CVE-2020-17125||Microsoft Excel远程代码执行漏洞 此CVE ID与CVE-2020-17122, CVE-2020-17123, CVE-2020-17127, CVE-2020-17128, CVE-2020-17129唯一。
CVE-2020-17126||微软Excel信息泄露漏洞
CVE-2020-17127||Microsoft Excel远程代码执行漏洞 此CVE ID与CVE-2020-17122, CVE-2020-17123, CVE-2020-17125, CVE-2020-17128, CVE-2020-17129是唯一的。
CVE-2020-17128||Microsoft Excel远程代码执行漏洞 此CVE ID在CVE-2020-17122, CVE-2020-17123, CVE-2020-17125, CVE-2020-17127, CVE-2020-17129中唯一。
CVE-2020-17129||Microsoft Excel远程代码执行漏洞 此CVE ID在CVE-2020-17122, CVE-2020-17123, CVE-2020-17125, CVE-2020-17127, CVE-2020-17128中唯一。
CVE-2020-17130||微软Excel安全功能绕过漏洞
CVE-2020-17131||Chakra脚本引擎内存破坏漏洞
CVE-2020-17132||Microsoft Exchange远程代码执行漏洞 此CVE ID与CVE-2020-17117、CVE-2020-17141、CVE-2020-17142、CVE-2020-17144是唯一的。
CVE-2020-17133||Microsoft Dynamics Business Central/NAV信息泄露
CVE-2020-17134||Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability 此CVE ID与CVE-2020-17103、CVE-2020-17136是唯一的。
CVE-2020-17135||Azure DevOps服务器欺骗漏洞
CVE-2020-17136||Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability 此CVE ID在CVE-2020-17103、CVE-2020-17134中唯一。
CVE-2020-17137||DirectX图形内核权限提升漏洞
CVE-2020-17138||Windows错误报告信息泄露漏洞 此CVE ID与CVE-2020-17094是唯一的。
CVE-2020-17139||Windows叠加过滤器安全功能绕过漏洞
CVE-2020-1714||在11.0.0版本之前的Keycloak中发现了一个缺陷，代码库中包含没有类型检查的ObjectInputStream的使用。该漏洞允许攻击者注入任意序列化的Java对象，然后在特权上下文中反序列化，可能导致远程代码执行。
CVE-2020-17140||Windows SMB信息泄露漏洞
CVE-2020-17141||Microsoft Exchange远程代码执行漏洞 此CVE ID与CVE-2020-17117、CVE-2020-17132、CVE-2020-17142、CVE-2020-17144相同。
CVE-2020-17142||Microsoft Exchange远程代码执行漏洞 此CVE ID在CVE-2020-17117、CVE-2020-17132、CVE-2020-17141、CVE-2020-17144中是唯一的。
CVE-2020-17143||微软Exchange信息泄露漏洞
CVE-2020-17144||Microsoft Exchange远程代码执行漏洞 此CVE ID与CVE-2020-17117、CVE-2020-17132、CVE-2020-17141、CVE-2020-17142是唯一的。
CVE-2020-17145||Azure DevOps Server 和 Team Foundation Services 欺骗漏洞
CVE-2020-17147||Dynamics CRM Webclient跨站脚本攻击漏洞
CVE-2020-17148||Visual Studio代码远程开发扩展远程代码执行漏洞
CVE-2020-17150||Visual Studio代码远程代码执行漏洞
CVE-2020-17152||Microsoft Dynamics 365 for Finance and Operations (on-premises) Remote Code Execution Vulnerability 此CVE ID与CVE-2020-17158唯一。
CVE-2020-17153||Microsoft Edge for Android Spoofing 漏洞
CVE-2020-17156||Visual Studio远程代码执行漏洞
CVE-2020-17158||Microsoft Dynamics 365 for Finance and Operations (on-premises) Remote Code Execution Vulnerability 此CVE ID与CVE-2020-17152唯一。
CVE-2020-17159||Visual Studio Code Java Extension Pack远程代码执行漏洞
CVE-2020-1716||在ceph-ansible playbook中发现一个漏洞，其中包含硬编码密码，在部署Ceph服务时被用作默认密码。任何经过验证的攻击者都可以滥用这个缺陷来强行部署Ceph，并通过Ceph仪表板获得对Ceph集群的管理员访问，以启动读、写和删除Ceph集群，还可以修改Ceph集群配置。ceph-ansible 6.0.0alpha1之前的版本受到影响。
cve-2020-17160||**拒绝 **不要使用这个候选号码。咨询IDs：无。原因是。这个候选者被其CNA撤回。备注：无。
CVE-2020-17162||微软Windows安全功能绕过漏洞
CVE-2020-1717||在Keycloak 7.0.1中发现一个缺陷。登录的用户可以进行账户邮件枚举攻击。
CVE-2020-1718|||在Keycloak 8.0.0之前的所有版本中，发现重置凭证流程的缺陷。 该缺陷允许攻击者获得对应用程序的未授权访问。
CVE-2020-1719||在wildfly中发现一个缺陷。在使用不同的安全域调用另一个EJB后，EJBContext原则没有被弹回。该漏洞的最高威胁是数据的保密性和完整性。wildfly 20.0.0.Final之前的版本受到影响。
CVE-2020-1720|||在PostgreSQL的 "ALTER ... "中发现一个缺陷。DEPENDS ON EXTENSION "中发现一个缺陷，其中子命令没有执行授权检查。一个经过验证的攻击者可以在某些配置中使用这个缺陷来执行删除对象，如函数、触发器等，导致数据库损坏。这个问题影响到12.2之前、11.7之前、10.12之前和9.6.17之前的PostgreSQL版本。
CVE-2020-1721||在pki-core 10.10.5中的密钥恢复机构(KRA)代理服务中发现一个缺陷，在密钥恢复请求中没有正确处理恢复ID，导致反映的跨站脚本(XSS)漏洞。攻击者可以欺骗已验证的受害者执行特制的Javascript代码。
CVE-2020-1722||在所有4.x.x至4.8.0的ipa版本中发现一个缺陷。当向服务器发送一个很长的密码（>=1,000,000字符）时，密码散列过程可能耗尽内存和CPU，导致拒绝服务和网站无响应。该漏洞的最大威胁是系统可用性。
CVE-2020-1723|||在Keycloak Gatekeeper（Louketo）中发现一个漏洞。注销端点可被滥用，将登录的用户重定向到任意网页。受影响的Keycloak Gatekeeper（Louketo）版本。6.0.1, 7.0.0
CVE-2020-1724||在9.0.2之前的版本中，Keycloak发现一个缺陷。该漏洞允许当前登录的恶意用户在账户管理器部分看到先前登录的用户的个人信息。
CVE-2020-1725||在13.0.0版本之前的keycloak中发现一个缺陷。 在某些情况下，用户在Keycloak中改变角色映射后，在以前的访问令牌过期后，仍然可以访问某个资源。
CVE-2020-1726||在Podman中发现一个缺陷，它不正确地允许容器在创建时覆盖卷中的现有文件，即使它们被安装为只读。当用户运行恶意容器或基于恶意镜像的容器，并首次使用附加卷时，有可能触发该缺陷并覆盖卷中的文件。该问题在1.6.0版本中被引入。
CVE-2020-1727||在Keycloak 9.0.2之前发现一个漏洞，每个指向IDP服务器的授权URL都缺乏正确的输入验证，因为它允许广泛的字符。该漏洞允许恶意者制作深层链接，对受影响的客户端引入进一步的攻击方案。
CVE-2020-1728在Keycloak的所有版本中发现一个漏洞，应用程序的管理控制台区域的页面在HTTP-responses中完全缺少一般的HTTP安全头。这并不直接导致安全问题，但它可能有助于攻击者利用其他问题。这些缺陷不必要地使服务器更容易受到点击劫持、通道降级攻击和其他类似的基于客户端的攻击载体。
CVE-2020-1729||SmallRye的API通过1.6.1版本发现一个缺陷。该API可以允许在应用服务器内运行的其他代码有可能获得ClassLoader，绕过任何应该应用的权限检查。这个漏洞的最大威胁是对数据保密性的威胁。这在SmallRye 1.6.2中被修复。
CVE-2020-1730||在0.8.9之前和0.9.4之前的libssh版本中，在处理AES-CTR（或DES密码，如果启用）密码的方式上发现了一个缺陷。当连接尚未完全初始化，系统在关闭连接时试图清理密码时，服务器或客户端可能崩溃。这个漏洞的最大威胁是系统的可用性。
CVE-2020-1731||在8.0.2版本之前的所有Keycloak操作器中发现一个漏洞，即操作器在安装Keycloak时生成一个随机的管理员密码，但该密码在部署到同一OpenShift命名空间时保持不变。
CVE-2020-1732||在1.0.1之前的Soteria中发现了一个缺陷，在使用EE Security与WildFly Elytron时，多个请求同时发生的方式会导致跨并发线程的安全身份损坏，这可能会导致使用另一个请求的身份来处理。
CVE-2020-1733||Ansible Engine 2.7.17及以前版本、2.8.9及以前版本、2.9.6及以前版本中，当以无特权的成为用户运行playbook时，发现一个竞赛条件缺陷。当Ansible需要用become用户运行一个模块时，临时目录会在/var/tmp创建。这个目录是用 "umask 77 && mkdir -p <dir>"创建的；如果这个目录已经存在并且被其他用户拥有，这个操作就不会失败。攻击者可以利用这一点获得对成为用户的控制权，因为目标目录可以通过迭代"/proc/<pid>/cmdline "来检索。
CVE-2020-1734||在ansible的管道查找插件中发现一个缺陷。当管道查找插件使用shell=True的subprocess.Popen()时，可以通过覆盖ansible事实和变量未被quote插件转义来运行任意命令。攻击者可以利用这一点，通过覆盖ansible事实来运行任意命令。
CVE-2020-1735|||Ansible Engine在使用fetch模块时发现一个缺陷。攻击者可以拦截该模块，注入一个新的路径，然后在控制器节点上选择一个新的目标路径。2.7.x、2.8.x和2.9.x分支的所有版本被认为存在漏洞。
CVE-2020-17352||Sophos XG Firewall的用户门户中的两个操作系统命令注入漏洞，直到2020-08-05，可能允许认证的攻击者远程执行任意代码。
CVE-2020-17353||scm/define-stencil-commands.scm在LilyPond到2.20.0和2.21.x到2.21.4中，当使用-dsafe时，缺乏对embedded-ps和embedded-svg的限制，通过包含危险的PostScript代码证明。
CVE-2020-17355||Arista EOS在4.21.12M、4.22.x在4.22.7M、4.23.x在4.23.5M和4.24.x在4.24.2F之前允许远程攻击者通过制作畸形的DHCP数据包导致安装不正确的路由，从而导致拒绝服务（重新启动代理）。
CVE-2020-1736||在Ansible Engine中发现一个缺陷，当使用atomic_move原语移动文件时，由于无法指定文件模式。如果目标文件不存在，这将设置目标文件为世界可读，如果文件存在，文件可能在移动前被改变为具有较少的限制性权限。这可能导致敏感数据的泄露。2.7.x、2.8.x和2.9.x分支的所有版本被认为存在漏洞。
CVE-2020-17360||**分配时不支持 ** ReadyTalk Avian 1.2.0中发现一个问题。在classpath-common.h中定义的vm::arrayCopy方法包含了多个边界检查，这些检查被执行以防止越界的内存读/写。然而，其中两个边界检查包含一个整数溢出，导致绕过这些检查，并导致界外读/写。注意：该漏洞只影响到维护者不再支持的产品。
CVE-2020-17361||**分配时不支持 **在ReadyTalk Avian 1.2.0中发现一个问题。定义在classpath-common.h中的vm::arrayCopy方法在提供负的长度时默默地返回（而不是抛出一个异常）。这可能导致数据在复制过程中丢失，其后果取决于对目标缓冲区的后续使用。注意：该漏洞只影响到维护者不再支持的产品。
CVE-2020-17362||search.php在WordPress的Nova Lite主题1.3.9之前允许反射式XSS。
CVE-2020-17363||USVN（又名User-friendly SVN）在1.0.9之前允许通过时间轴模块中LastHundredRequest（又名lasthundredrequestAction）的number_start或number_end参数的shell元字符执行远程代码。注意：这可能与CVE-2020-25069相重叠。
CVE-2020-17364||USVN（又名User-friendly SVN）在1.0.9之前允许通过SVN日志进行XSS。
CVE-2020-17365||Windows 10.3.0及以前的Hotspot Shield VPN客户端软件中不正确的目录权限可能允许授权用户通过本地访问实现潜在的权限升级。该漏洞允许本地用户破坏系统文件：本地用户可以创建一个特制的符号链接到系统中的关键文件，并以应用程序的权限覆盖它。
CVE-2020-17366||NLnet Labs Routinator 0.1.0 to 0.7.1中发现一个问题。该问题允许远程攻击者绕过预定的访问限制，或通过战略性地扣留RPKI路由起源授权".roa "文件或X509证书撤销列表文件，使依赖路由系统出现拒绝服务。
CVE-2020-17367||Firejail在0.9.62版本中不遵守--输出选项后的--选项结束指示，这可能导致命令注入。
CVE-2020-17368||Firejail到0.9.62版本在使用--output或--output-stderr选项时错误地处理了shell元字符，可能导致命令注入。
CVE-2020-1737||Ansible 2.7.17及以前版本、2.8.9及以前版本、2.9.6及以前版本在使用win_unzip模块的Extract-Zip功能时发现一个缺陷，因为没有检查提取的文件是否属于目标文件夹。攻击者可以利用这一缺陷，通过使用路径遍历，在文件系统的任何地方制作一个档案。这个问题已在2.10版中修复。
CVE-2020-17372||SugarCRM在10.1.0（2020年第三季度）之前允许XSS。
CVE-2020-17373||SugarCRM在10.1.0(Q3 2020)之前允许SQL注入。
CVE-2020-17376||在19.3.1之前的OpenStack Nova、20.3.1之前的20.x和21.0.0的virt/libvirt/guest.py中的Guest.migrate中发现一个问题。 通过对之前经历过实时迁移的实例进行软重启，用户可能获得对目标主机设备的访问，这些设备与源主机上虚拟机之前引用的主机设备共享相同路径。这可能包括在目的地映射到与源主机不同的Cinder卷的块设备。只有允许基于主机的连接的部署（例如，根和短暂的设备）受到影响。
CVE-2020-1738||当使用模块包或服务且未指定参数'use'时，在Ansible Engine中发现一个缺陷。如果之前的任务被恶意用户执行，那么发送的模块可以被攻击者使用ansible facts文件选择。2.7.x、2.8.x和2.9.x分支中的所有版本被认为存在漏洞。
CVE-2020-17380||在QEMU（5.0.0）的SDHCI设备模拟支持中发现基于堆的缓冲区溢出。在通过hw/sd/sdhci.c中的sdhci_sdma_transfer_multi_blocks()例程进行多块SDMA传输时可能发生该漏洞。
CVE-2020-17381|||在Ghisler Total Commander 9.51中发现一个问题。由于默认安装目录的访问限制不足，攻击者可以通过替换%SYSTEMDRIVE%\totalcmd\TOTALCMD64.EXE二进制文件提升权限。
CVE-2020-17382||MSI AmbientLink MsIo64驱动1.0.0.8存在缓冲区溢出（0x80102040, 0x80102044, 0x80102050,和0x80102054）。
CVE-2020-17383||Telos Z/IP One设备上的一个目录穿越漏洞，直到4.0.0r，授予未经认证的个人对设备文件系统的根级别访问。这可用于识别配置设置，内置账户的密码哈希值，以及通过 WebUI 对设备进行远程配置的明文密码。
CVE-2020-17384||Cellopoint Cellos v4.1.10 Build 20190922不能正确验证输入的URL。通过系统管理员的cookie，攻击者可以注入并远程执行任意命令以操纵系统。
CVE-2020-17385||Cellopoint Cellos v4.1.10 Build 20190922没有正确验证输入的URL，允许未经授权的用户发起路径遍历攻击并访问系统中的仲裁文件。
CVE-2020-17386||Cellopoint Cellos v4.1.10 Build 20190922没有正确验证输入的URL。通过认证用户的cookie，攻击者可以利用URL参数进行调节，并访问系统中的任意文件。
CVE-2020-17387||该漏洞允许远程攻击者在受影响的Marvell QConvergeConsole 5.5.0.64安装中执行任意代码。虽然利用该漏洞需要认证，但现有的认证机制可以被绕过。具体缺陷存在于GWTTestServiceImpl类的writeObjectToConfigFile方法中。该问题是由于在文件操作中使用用户提供的路径之前，缺乏正确的验证。攻击者可以利用这个漏洞在SYSTEM的上下文中执行代码。曾为ZDI-CAN-10565。
CVE-2020-17388|||该漏洞允许远程攻击者在受影响的Marvell QConvergeConsole 5.5.0.64安装上执行任意代码。虽然利用该漏洞需要认证，但现有的认证机制可以被绕过。具体漏洞存在于Tomcat配置文件中。该问题是由于缺乏对Tomcat管理控制台的适当限制。攻击者可以利用这个漏洞在SYSTEM的上下文中执行代码。曾为ZDI-CAN-10799。
CVE-2020-17389|||该漏洞允许远程攻击者在受影响的Marvell QConvergeConsole 5.5.0.64安装中执行任意代码。虽然利用该漏洞需要认证，但现有的认证机制可以被绕过。具体漏洞存在于GWTTestServiceImpl类的解密文件方法中。该问题是由于在文件操作中使用用户提供的路径之前，缺乏正确的验证。攻击者可以利用这个漏洞在SYSTEM的上下文中执行代码。曾为ZDI-CAN-10502。
CVE-2020-1739在Ansible 2.7.16及以前版本、2.8.8及以前版本和2.9.5及以前版本中发现一个漏洞，当用svn模块的参数 "password "设置的密码被用于svn命令行时，会泄露给同一节点中的其他用户。攻击者可以通过读取procfs上该特定PID的cmdline文件来利用。
CVE-2020-17390||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.2-47123 安装中提升权限。攻击者必须首先获得在目标系统上执行低权限代码的能力，才能利用此漏洞。具体的漏洞存在于管理程序的内核扩展中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致读取超过分配的缓冲区的末端。攻击者可以利用这个漏洞提升权限，在管理程序的上下文中执行代码。曾为ZDI-CAN-10030。
CVE-2020-17391||此漏洞允许本地攻击者泄露受影响的 Parallels Desktop 15.1.3-47255 安装的信息。攻击者必须首先获得在目标系统上执行低权限代码的能力，才能利用此漏洞。具体漏洞存在于prl_hypervisor kext中HOST_IOCTL_INIT_HYPERVISOR的处理程序中。该问题是由于危险的方法或功能暴露给无特权的用户。攻擊者可利用此漏洞與其他漏洞結合，在內核上下文中執行任意代碼。曾为ZDI-CAN-10518。
CVE-2020-17392||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.3-47255 安装中提升权限。攻击者必须首先获得在目标系统上执行低权限代码的能力，才能利用此漏洞。该漏洞存在于 prl_hypervisor kext 中 HOST_IOCTL_SET_KERNEL_SYMBOLS 的处理程序中。该问题是由于在将用户提供的值解读为指针之前，没有对其进行正确验证。攻击者可利用此漏洞提升权限并在内核上下文中执行代码。曾为ZDI-CAN-10519。
CVE-2020-17393||此漏洞允许本地攻击者泄露受影响的 Parallels Desktop 15.1.3-47255 安装的信息。攻击者必须首先获得在目标系统上执行低权限代码的能力，才能利用此漏洞。具体漏洞存在于prl_hypervisor kext中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致处理程序完成后指针被泄露。攻击者可利用此漏洞与其他漏洞结合，在内核上下文中执行任意代码。曾为ZDI-CAN-10520。
CVE-2020-17394||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.4 安装中泄露敏感信息。攻击者必须首先获得在目标客户系统上执行高权限代码的能力，才能利用此漏洞。具体的漏洞存在于 OEMNet 组件中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致读取超过分配的缓冲区的末端。攻击者可以利用这个漏洞和其他漏洞一起升级权限，并在管理程序的上下文中执行代码。曾为ZDI-CAN-11132。
CVE-2020-17395||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.4 安装中提升权限。攻击者必须首先获得在目标客户系统上执行高权限代码的能力，才能利用此漏洞。具体漏洞存在于prl_naptd进程中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致在写到内存之前出现整数下溢。攻击者可以利用这个漏洞提升权限，并在管理程序的上下文中执行代码。曾为ZDI-CAN-11134。
CVE-2020-17396||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.4 安装中提升权限。攻击者必须首先获得在目标系统上执行低权限代码的能力，才能利用此漏洞。具体漏洞存在于prl_hypervisor模块中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致在分配缓冲区之前出现整数溢出。攻击者可以利用这个漏洞提升权限，并在内核的上下文中执行代码。曾为ZDI-CAN-11217。
CVE-2020-17397||此漏洞允许本地攻击者在受影响的 Parallels Desktop 15.1.4 安装中提升权限。攻击者必须首先获得在目标客户系统上执行高权限代码的能力，才能利用此漏洞。具体的漏洞存在于对网络数据包的处理中。该问题是由于缺乏对用户提供的数据的正确验证，这可能导致内存损坏的情况。攻击者可以利用这个漏洞提升权限，并在管理程序的上下文中执行代码。曾为ZDI-CAN-11253。
