CVE-2021-45606||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.1.70之前的R6400，1.0.11.126之前的R7000，1.0.4.46之前的R7900，1.4.2.84之前的R7900P，1.4.2.84之前的R7960P，1.0.4.74之前的R8000，1.4.2.84之前的R8000P，1.0.4.120之前的RAX200。0.4.120之前，1.5.1.80之前的RS400，1.0.4.118之前的R6400v2，1.3.3.140之前的R7000P，1.0.4.120之前的RAX80，1.0.4.118之前的R6700v3，1.3.3.140之前的R6900P，以及1.0.4.120之前的RAX75。
CVE-2021-45617||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40、1.0.0.48之前的EAX20、1.0.1.64之前的EAX80、1.0.0.72之前的EX7500、1.0.1.68之前的R6400、1.3.2.132之前的R6900P、1.0.11.116之前的R7000、1.3.2之前的R7000P。132，1.0.4.38之前的R7900，1.4.1.66之前的R7960P，1.0.4.66之前的R8000，1.0.3.106之前的RAX200，1.5.1.80之前的RS400，1.0.3.68之前的XR300，1.0.6.110之前的MK62，1.0.6.110之前的MR60，1.0.4.106之前，R8000P在1.4.1.66之前，RAX20在1.0.2.64之前，RAX45在1.0.2.82之前，RAX80在1.0.3.106之前，MS60在1.0.6.110之前，R6700v3在1.0.4.106之前，R7900P在1.4.1.66之前，RAX15在1.0.2。64、1.0.2.82之前的RAX50、1.0.3.106之前的RAX75、3.2.16.22之前的RBR750、3.2.16.22之前的RBR850、3.2.16.22之前的RBS750、3.2.16.22之前的RBS850、3.2.16.22之前的RBK752、3.2.16.22之前的RBK852。
CVE-2021-45618||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到1.0.1.64之前的D7800，1.0.1.86之前的EX6200v2，1.0.0.134之前的EX6250，1.0.0.216之前的EX7700，1.0.1.232之前的EX8000，2.6.3.50之前的LBR20，1.0.2.80之前的R7800，1.0.5.26之前的R8900，1.0之前的R9000。5.26, 1.2.0.16之前的RAX120, 1.0.0.56之前的RBS50Y, 1.0.0.76之前的WNR2000v5, 2.3.2.114之前的XR450, 2.3.2.114之前的XR500, 1.0.1.36之前的XR700, 1.0.1.98之前的EX6150v2, 1.0.2.158之前的EX7300, 1.0.0.之前的EX7320。134, 1.0.1.98之前的EX6100v2, 1.0.2.158之前的EX6400, 1.0.0.134之前的EX7300v2, 1.0.0.134之前的EX6410, 2.6.1.44之前的RBR10, 2.6.2.104之前的RBR20, 2.6.2.104之前的RBR40, 2.7.2.102之前的RBR50, 1.0.0之前的EX6420。134, RBS10 before 2.6.1.44, RBS20 before 2.6.2.104, RBS40 before 2.6.2.104, RBS50 before 2.7.2.102, EX6400v2 before 1.0.0.134, RBK12 before 2.6.1.44, RBK20 before 2.6.2.104, RBK40 before 2.6.2.104 and RBK50 before 2.7.2.102。
CVE-2021-45619||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到1.0.1.86之前的EX6200v2，1.0.0.134之前的EX6250，1.0.0.216之前的EX7700，1.0.1.232之前的EX8000，2.6.3.58之前的LBR1020，2.6.3.50之前的LBR20，1.0.2.80之前的R7800，1.0.5.26之前的R8900，1.0.5.26之后的R9000，2.7.3之前的RBS50Y。22, 1.0.0.76之前的WNR2000v5, 1.0.1.36之前的XR700, 1.0.1.98之前的EX6150v2, 1.0.2.158之前的EX7300, 1.0.0之前的EX7320。134, 1.0.2.88之前的RAX10, 1.2.0.16之前的RAX120, 1.0.2.88之前的RAX70, 1.0.1.98之前的EX6100v2, 1.0.2.158之前的EX6400, 1.0.0.134之前，R6700AX在1.0.2.88之前，RAX120v2在1.2.0.16之前，RAX78在1.0.2.88之前，EX6410在1.0.0.134之前，RBR10在2.7.3.22，2.7.3.22之前的RBR20，4.3.4.7之前的RBR350，2.7.3.22之前的RBR40，2.7.3.22之前的RBR50，1.0.0.134之前的EX6420，2.3.3.22之前的RBS10。7.3.22之前，RBS20在2.7.3.22之前，RBS350在4.3.4.7之前，RBS40在2.7.3.22之前，RBS50在2.7.3.22之前，EX6400v2在1.0.0。134，2.7.3.22之前的RBK12，2.7.3.22之前的RBK20，4.3.4.7之前的RBK352，2.7.3.22之前的RBK40以及2.7.3.22之前的RBK50。
CVE-2021-45620||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40，4.6.3.6之前的CBR750，1.0.0.58之前的EAX20，1.0.1.68之前的EAX80，1.1.6.28之前的LAX20，1.0.6.116之前的MR60，1.1.2.20之前的MR80，1.0.6.116之前的MS60，1.1.2.20之前的MS80，1.0.6.116之前的MK62，1.1.2.20之前，1.0.1.70之前的R6400，1.0.4.106之前的R6400v2，1.0.4.106之前的R6700v3，1.3.3.140之前的R6900P，1.3.3.140之前的R7000。0.11.126之前，R7000P在1.3.3.140之前，R7850在1.0.5.74之前，R7900在1.0.4.46之前，R7900P在1.4.2.84之前，R7960P在1.4.2。84，1.0.4.74之前的R8000，1.4.2.84之前的R8000P，1.0.3.96之前的RAX15，1.0.3.96之前的RAX20，1.0.4之前的RAX200。120，1.0.3.96之前的RAX35v2，1.0.3.96之前的RAX40v2，1.0.3.96之前的RAX43，1.0.3.96之前的RAX45，1.0.3.96之前的RAX50，1.0.4.120之前的RAX80，3.2.17.12之前的RBK752，3.2.17.12之前的RBK852，3.2.17.12之前的RBR750，3.2.17之前的RBR850。12，3.2.17.12之前的RBS750，3.2.17.12之前的RBS850，1.5.1.80之前的RS400，1.0.0.58之前的XR1000和1.0.3.68之前的XR300。
CVE-2021-45621||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40，3.2.18.2之前的CBR750，1.0.0.58之前的EAX20，1.0.1.68之前的EAX80，1.0.0.94之前的EX3700，1.0.0.94之前的EX3800。94, 1.0.0.64之前的EX6120, 1.0.0.44之前的EX6130, 1.0.1.104之前的EX7000, 1.0.0.74之前的EX7500, 1.1.6.28之前的LAX20, 1.0.6.116之前的MR60, 1.0.6.116之前，R6300v2在1.0.4.52之前，R6400在1.0.1.70之前，R6400v2在1.0.4.106之前，R6700v3在1.0.4.106之前，R6900P在1.3.3.140之前，R7000在1.0.11之前。126，1.3.3.140之前的R7000P，1.0.0.72之前的R7100LG，1.0.5.74之前的R7850，1.0.4.46之前的R7900，1.4.2.84之前的R7900P，1.4.2.84之前的R7960P，1.4.2.84之前的R8000。0.4.74之前，R8000P在1.4.2.84之前，R8300在1.0.2.154之前，R8500在1.0.2.154之前，RAX15在1.0.3.96之前，RAX20在1.0.3.96之前，RAX200在1.0.4.120，1.0.3.96之前的RAX35v2，1.0.3.96之前的RAX40v2，1.0.3.96之前的RAX43，1.0.3.96之前的RAX45，1.0.3.96之前的RAX50，1.0.4.120之前的RAX75，1.0.4.120之前，3.2.17.12之前的RBK752，3.2.17.12之前的RBK852，3.2.17.12之前的RBR750，3.2.17.12之前的RBR850，3.2.17.12之前的RBS750，3.2.17.12之前的RBS850，3.2.17.12之前的RBS850，1.5.1.80之前的RS400，1.0.0.58之前的XR1000，以及1.0.3.68之前的XR300。
CVE-2021-45622||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40、4.6.3.6之前的CBR750、1.0.0.58之前的EAX20、1.0.1.68之前的EAX80、1.0.0.74之前的EX7500、1.1.6.28之前的LAX20、1.0.6.116之前的MK62、1.0.6.116之前的MR60、1.0.6.116之后的MS60、1.0.1之前的R6400。70, 1.0.4.118之前的R6400v2, 1.0.4.118之前的R6700v3, 1.3.3.140之前的R6900P, 1.0.11.116之前的R7000, 1.3.3.140之前的R7000P, 1.0.5.68之前的R7850, 1.0.4.38之前的R7900, 1.4.2.84之前的R7900P, 1.4.2.84之前的R7960P，1.0.4之前的R8000。68，1.4.2.84之前的R8000P，1.0.3.96之前的RAX15，1.0.3.96之前的RAX20，1.0.4.120之前的RAX200，1.0.3.96之前的RAX35v2，1.0.3.96之前的RAX40v2，1.0.3.96之前的RAX43，1.0.3.96之前的RAX45，1.0.3.96之后的RAX50，1.0.4.之前的RAX75。120，1.0.4.120之前的RAX80，3.2.17.12之前的RBK752，3.2.17.12之前的RBK852，3.2.17.12之前的RBR750，3.2.17.12之前的RBR850，3.2.17.12之前的RBS750，3.2.17.12之前的RBS850，1.5.1.80之前的RS400，1.0.0.58之前的XR1000，和1.0.3.68之前的XR300。
CVE-2021-45623||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到 1.0.2.74 之前的 R7800、1.0.5.2 之前的 R9000 和 2.3.2.66 之前的 XR500。
CVE-2021-45624||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到1.0.0.66之前的D7000v2、1.0.3.58之前的D8500、1.0.11.110之前的R7000、1.0.0.72之前的R7100LG、1.0.4.30之前的R7900、1.0.4.62之前的R8000。0.4.62之前，1.0.3.56之前的XR300，1.3.2.132之前的R7000P，1.0.2.144之前的R8500，1.3.2.132之前的R6900P，和1.0.2.144之前的R8300。
CVE-2021-45625||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到 1.0.3.68 之前的 XR300、1.3.3.140 之前的 R7000P 和 1.3.3.140 之前的 R6900P。
CVE-2021-45626||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到2.6.1.36之前的RBK20，2.6.1.36之前的RBR20，2.6.1.38之前的RBS20，2.6.1.36之前的RBK40，2.6.1.36之前的RBR40，2.6.1.38之前的RBS40，2.6.1.40之前的RBK50，2.6.1.40之前的RBR50，2.6.1.40之前的RBS50，以及 2.6.1.40之后的RBS50Y。
CVE-2021-45627||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到4.6.3.6之前的CBR750，3.2.17.12之前的RBK852，3.2.17.12之前的RBR850，以及3.2.17.12之前的RBS850。
CVE-2021-45628||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40，3.2.18.2之前的CBR750，3.2.17.12之前的RBK752，3.2.17.12之前的RBR750，3.2.17.12之前的RBS750。17.12之前的RBK852，3.2.17.12之前的RBR850，3.2.17.12之前的RBS850，2.6.2.4之前的RBS40V，以及2.6.2.2之前的RBW30。
CVE-2021-45629||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到 4.6.3.6 之前的 CBR750、3.2.17.12 之前的 RBK752、3.2.17.12 之前的 RBR750、3.2.17.12 之前的 RBS750、3.2.17.12 之前的 RBK852、3.2.17.12 之前的 RBR850 以及 3.2.17.12 之前的 RBS850。
CVE-2021-45630||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40、4.6.3.6之前的CBR750、3.2.17.12之前的RBK752、3.2.17.12之前的RBR750、3.2.17.12之前的RBS750、3.2.17.12之前的RBK852、3.2.17.12之前的RBR850和3.2.17.12之前的RBS850。
CVE-2021-45631||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到2.5.0.24之前的CBR40、4.6.3.6之前的CBR750、3.2.17.12之前的RBK752、3.2.17.12之前的RBR750、3.2.17.12之前的RBS750、3.2.17.12之前的RBK852、3.2.17.12之前的RBR850和3.2.17.12之前的RBS850。
CVE-2021-45632||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到4.6.3.6之前的CBR750、3.2.17.12之前的RBK752、3.2.17.12之前的RBR750、3.2.17.12之前的RBS750、3.2.17.12之前的RBK852、3.2.17.12之前的RBR850，以及3.2.17.12之前的RBS850。
CVE-2021-45633||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到4.6.3.6之前的CBR750、3.2.17.12之前的RBR750、3.2.17.12之前的RBR850、3.2.17.12之前的RBS750、3.2.17.12之前的RBS850、3.2.17.12之前的RBK752、3.2.17.12之前的RBK852。
CVE-2021-45634||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到4.6.3.6之前的CBR750、3.2.17.12之前的RBK752、3.2.17.12之前的RBR750、3.2.17.12之前的RBS750、3.2.17.12之前的RBK852、3.2.17.12之前的RBR850，以及3.2.17.12之前的RBS850。
CVE-2021-45635||某些NETGEAR设备受到未经授权的攻击者的命令注入影响。这影响到 4.6.3.6 之前的 CBR750、3.2.17.12 之前的 RBK752、3.2.17.12 之前的 RBR750、3.2.17.12 之前的 RBS750、3.2.17.12 之前的 RBK852、3.2.17.12 之前的 RBR850 和 3.2.17.12 之前的 RBS850。
CVE-2021-45636||NETGEAR D7000设备在1.0.1.82之前受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。
CVE-2021-45637||某些NETGEAR设备受到未认证的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.1.0.76之前的R6260、1.2.0.62之前的R6800、1.2.0.62之前的R6700v2、1.2.0.62之前的R6900v2、1.2.0.62之前的R7450、1.2.0.62之前的AC2100、1.2.0.62之前的AC2400和1.2.0.62之后的AC2600。
CVE-2021-45638||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.0.68之前的D6220、1.0.0.102之前的D6400、1.0.0.74之前的D7000v2、1.0.3.60之前的D8500、1.0.0.56之前的DC112A、1.0.4.50之前的R6300v2、1.0.1.68之前的R6400。1.68，1.0.11.116之前的R7000，1.0.0.70之前的R7100LG，2.6.2.8之前的RBS40V，2.6.2.2之前的RBW30，1.5.1.80之前的RS400，1.3.2.132之前的R7000P，和1.3.2.132之前的R6900P。
CVE-2021-45639||某些NETGEAR设备受反射式XSS影响。这影响到2.5.0.10之前的CBR40，1.0.0.32之前的EAX20，1.0.1.62之前的EAX80，1.0.0.64之前的EX6120，1.0.0.44之前的EX6130，1.0.1.104之前的EX7000，1.0.0.72之前的EX7500，1.0.11之前的R7000。110，1.0.4.30之前的R7900，1.4.1.66之前的R7960P，1.0.4.62之前的R8000，1.0.2.102之前的RAX200，1.0.3.50之前的XR300，1.0.0.90之前的EX3700，1.0.5.102之前的MR60，1.3.2.126之前的R7000P，1.4.1.66之前的RAX20，1.0.1.64之前的RAX50，1.0.2.28之前的RAX80，1.0.3.102之前的EX3800，1.0.0.90之前的MS60，1.0.5.102之前的R6900P，1.3.2.126之前的R7900P，1.4.1.66之前的RAX15。64、1.0.2.28之前的RAX45、1.0.3.102之前的RAX75、3.2.16.6之前的RBR750、3.2.16.6之前的RBR850、3.2.16.6之前的RBS750、3.2.16.6之前的RBS850、3.2.16.6之前的RBK752、3.2.16.6之前的RBK852。
CVE-2021-45640||某些NETGEAR设备因安全设置的配置不正确而受到影响。这影响到1.0.0.72之前的D3600，1.0.0.72之前的D6000，1.1.00.34之前的D6200，1.0.0.52之前的D6220，1.0.0.86之前的D6400，1.0.1.74之前的D7000，1.0.0.53之前的D7000v2。0.0.53之前的D7800，1.0.1.56之前的D8500，1.0.3.44之前的DC112A，1.0.0.42之前的DGN2200v4，1.0.0.110之前的DGND2200Bv4，1.0.0.109之前的DM200，1。0.0.61之前，EX3700在1.0.0.76之前，EX3800在1.0.0.76之前，EX6120在1.0.0.46之前，EX6130在1.0.0.28之前，EX7000在1.0.1.78之前，PR2000在1.0.0.28, 1.1.0.100之前的R6220, 1.1.0.100之前的R6230, 1.0.4.34之前的R6250, 1.0.4.34之前的R6300v2, 1.0.1.46之前的R6400, 1.0.2.66之前的R6400v2, 1.0.2.6之前，R6700v3在1.0.2.66之前，R6900在1.0.2.6之前，R7000在1.0.9.34之前，R7100LG在1.0.0.50之前，R7500v2在1.0.3.40之前，R7900P在1.4.1之前。50，R8000P在1.4.1.50之前，R8900在1.0.4.12之前，R9000在1.0.4.12之前，RBK20在2.3.0.28之前，RBK40在2.3.0.28之前，RBK50在2.3.0.32之前，RBR20在2。3.0.28之前，RBR40在2.3.0.28之前，RBR50在2.3.0.32之前，RBS20在2.3.0.28之前，RBS40在2.3.0.28之前，RBS50在2.3.0.32之前，WN3000RPv2在1.0.0.78，1.0.1.24之前的WNDR3400v3，1.0.0.70之前的WNR2000v5，1.1.0.62之前的WNR2020，1.2.0.62之前的WNR3500Lv2，2.3.2.56之前的XR450，和2.3.2.56之前的XR500。
CVE-2021-45641||某些NETGEAR设备因安全设置的配置不正确而受到影响。这影响到1.0.0.72之前的D3600，1.0.0.72之前的D6000，1.1.00.34之前的D6200，1.0.0.52之前的D6220，1.0.0.86之前的D6400，1.0.1.74之前的D7000。1.74之前，D7000v2在1.0.0.53之前，D7800在1.0.1.56之前，D8500在1.0.3.44之前，DC112A在1.0.0.42之前，DGN2200Bv4在1.0.0.109之前，DGN2200v4在1.0.0.110之前，DM200在1.0.0.61之前，EX3700在1.0.0.76之前，EX3800在1.0.0.76之前，EX6120在1.0.0.46之前，EX6130在1.0.0.28之前，EX7000在1.0.1.78之前，PR2000在1.0.0.28之前，R6220在1.1.0.100之前，R6230在1.1.0.100之前，R6250在1.0.4.34之前，R6300v2在1.0.4.34之前，R6400在1.0.1.46，1.0.2.66之前的R6400v2，1.0.2.66之前的R6700v3，1.0.2.6之前的R6700，1.0.2.6之前的R6900，1.0.9.34之前的R7000，1.0.0之前的R7100LG。50, 1.0.3.40之前的R7500v2, 1.4.1.50之前的R7900P, 1.4.1.50之前的R8000P, 1.0.4.12之前的R8900, 1.0.4.12之前的R9000, 2.3.0.28之前的RBK20, 2.3.0.28之前，RBS20在2.3.0.28之前，RBK40在2.3.0.28之前，RBR40在2.3.0.28之前，RBS40在2.3.0.28之前，RBK50在2.3.0.32之前，RBR50在2.3.0。32，2.3.0.32之前的RBS50，1.0.0.78之前的WN3000RPv2，1.0.1.24之前的WNDR3400v3，1.0.0.70之前的WNR2000v5，1.1.0.62之前的WNR2020，以及2.3.2.56之前的XR500。
CVE-2021-45642||某些NETGEAR设备受到安全设置不正确配置的影响。这影响到1.0.1.64之前的D7800，1.0.0.134之前的EX6250，1.0.0.222之前的EX7700，2.6.3.50之前的LBR20，2.7.3.22之前的RBS50Y，1.0.5.26之前的R8900，1.0之前的R9000。5.26之前的XR450，2.3.2.66之前的XR500，1.0.1.36之前的XR700，1.0.0.134之前的EX7320，1.2.2.24之前的RAX120，1.0.0.134之前的EX7300v2，1.2.2.之前的RAX120v2。24, 1.0.0.134之前的EX6410, 2.7.3.22之前的RBR10, 2.7.3.22之前的RBR20, 2.7.3.22之前的RBR40, 2.7.3.22之前的RBR50, 1.0.0.134之前的EX6420, 2.7.3.22之前的RBS10, 2.7.3.22之前的RBS40，2.7.3.22之前的RBS50，1.0.0.134之前的EX6400v2，2.7.3.22之前的RBK12，2.7.3.22之前的RBK20，2.7.3.22之前的RBK40，以及2.7.3.22之前的RBK50。
CVE-2021-45643||某些NETGEAR设备因安全设置的配置不正确而受到影响。这影响到 1.0.4.118 之前的 R6400v2、1.0.4.118 之前的 R6700v3 和 1.0.0.58 之前的 XR1000。
CVE-2021-45644||某些NETGEAR设备因安全设置的配置不正确而受到影响。这影响到1.2.0.88之前的AC2100，1.2.0.88之前的AC2400，1.2.0.88之前的AC2600，1.1.0.110之前的R6220，1.1.0.110之前的R6230，1.1.0.84之前的R6260，1.1.0.84之前的R6330，1.1.0.84之前的R6350。0.84之前的R6700v2，1.2.0.88之前的R6800，1.1.0.84之前的R6850，1.2.0.88之前的R6900v2，1.2.0.88之前的R7200，1.2.0.88之前的R7350，1.2.0.88之前的R7400，以及1.2.0.88之前的R7450。
CVE-2021-45645||某些NETGEAR设备因安全设置的配置不正确而受到影响。这影响到 2.7.0.122 之前的 RBS50Y、2.7.0.122 之前的 SRK60、2.7.0.122 之前的 SRR60、2.7.0.122 之前的 SRS60、3.2.33.108 之前的 SXK30、3.2.33.108 之前的 SXR30、3.2.33.108 之前的 SXS30 和 2.7.0.122 之间的 SRC60。
CVE-2021-45646||NETGEAR R7000设备在1.0.11.116之前受到敏感信息泄露的影响。
